account,permitID,agencyID,permitStatus,desc,permitType,issueDate,year,siteNo,siteStreet,siteSuffix,streetAddress,fullAddress
31960000028,1335286,CITY OF HOUSTON,Complete,DEMO GARAGE/SEWER DISCONNECT,Residential Demolition,12/6/2012,2013,1919,KEENE,ST,1919 KEENE ST,"1919 KEENE ST, Houston, Texas"
31980000001,1308211,CITY OF HOUSTON,Complete,DEMO RES/ SEWER DISC,Residential Demolition,10/18/2012,2013,712,JAMES,ST,712 JAMES ST,"712 JAMES ST, Houston, Texas"
31980000012,1281499,CITY OF HOUSTON,Complete,DEMO GARAGE/NO SEWER DISC NEEDED,Residential Demolition,8/18/2011,2012,1911,EVERETT,ST,1911 EVERETT ST,"1911 EVERETT ST, Houston, Texas"
32030000003,1263747,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC GARAGE ONLY,Commercial Demolition,3/30/2011,2012,1109,HOGAN,ST,1109 HOGAN ST,"1109 HOGAN ST, Houston, Texas"
32160000002,1125421,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,2/21/2007,2008,406,PASCHALL,ST,406 PASCHALL ST,"406 PASCHALL ST, Houston, Texas"
32160000022,1204100,CITY OF HOUSTON,Complete,DEMO BLD/SEWER DISC,Residential Demolition,8/13/2009,2010,415,JAMES,ST,415 JAMES ST,"415 JAMES ST, Houston, Texas"
32180000023,1197060,CITY OF HOUSTON,Complete,DEMO OF GARAGE ONLY (NO SEWER IS INVOLVED),Residential Demolition,6/10/2009,2010,2119,FLETCHER,ST,2119 FLETCHER ST,"2119 FLETCHER ST, Houston, Texas"
32270000016,1426470,CITY OF HOUSTON,Complete,DEMO BLD/SEWER DISC,Commercial Demolition,12/9/2014,2015,2203,FULTON,ST,2203 FULTON ST,"2203 FULTON ST, Houston, Texas"
32370000004,1174580,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,12/3/2008,2009,306,WINNIE,ST,306 WINNIE ST,"306 WINNIE ST, Houston, Texas"
32370000027,2,CITY OF HOUSTON,Complete,DEMO RES / SEWER DISC,Residential Demolition,8/26/2010,2011,2209,KEENE,ST,2209 KEENE ST,"2209 KEENE ST, Houston, Texas"
32380000021,1291682,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,12/2/2011,2012,2506,KEENE,ST,2506 KEENE ST,"2506 KEENE ST, Houston, Texas"
32380000021,1291683,CITY OF HOUSTON,Complete,DEMO RES/SEWER DSIC,Residential Demolition,12/2/2011,2012,2506,KEENE,ST,2506 KEENE ST,"2506 KEENE ST, Houston, Texas"
32380000030,1356809,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,6/6/2013,2014,2324,KEENE,ST,2324 KEENE ST,"2324 KEENE ST, Houston, Texas"
32380000032,1356808,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,6/6/2013,2014,2320,KEENE,ST,2320 KEENE ST,"2320 KEENE ST, Houston, Texas"
32380000051,1164527,CITY OF HOUSTON,Complete,DEMO RES/ SEWER DISC,Residential Demolition,8/7/2008,2009,2315,MAIN,ST,2315 MAIN ST,"2315 MAIN ST, Houston, Texas"
32470000063,1420000,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,10/1/2014,2015,2317,FREEMAN,ST,2317 FREEMAN ST,"2317 FREEMAN ST, Houston, Texas"
32540000002,1208618,CITY OF HOUSTON,Complete,DEMO BLD/SEWER DISC,Commercial Demolition,10/5/2009,2010,2310,MAIN,ST,2310 MAIN ST,"2310 MAIN ST, Houston, Texas"
32540000004,1208619,CITY OF HOUSTON,Complete,DEMO BLD/SEWER DISC,Commercial Demolition,10/2/2009,2010,2300,MAIN,ST,2300 MAIN ST,"2300 MAIN ST, Houston, Texas"
32550000145,1324233,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,9/14/2012,2013,1219,MORRIS,ST,1219 MORRIS ST,"1219 MORRIS ST, Houston, Texas"
32590000003,1136953,CITY OF HOUSTON,Complete,DEMO BLD / SEWER DISC,Commercial Demolition,2/18/2008,2009,2518,MAIN,ST,2518 MAIN ST,"2518 MAIN ST, Houston, Texas"
32590000030,1205240,CITY OF HOUSTON,Complete,DEMO BLD/SEWER DISC,Commercial Demolition,8/31/2009,2010,606,BOUNDARY,ST,606 BOUNDARY ST,"606 BOUNDARY ST, Houston, Texas"
32600000012,1162271,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,7/28/2008,2009,2421,EVERETT,ST,2421 EVERETT ST,"2421 EVERETT ST, Houston, Texas"
32600000019,1281848,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,8/23/2011,2012,710,BOUNDARY,ST,710 BOUNDARY ST,"710 BOUNDARY ST, Houston, Texas"
40240000003,1250205,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,11/22/2010,2011,4606,COLLINGSWORTH,ST,4606 COLLINGSWORTH ST,"4606 COLLINGSWORTH ST, Houston, Texas"
40290000010,1381233,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,12/20/2013,2014,4701,ENGLEFORD,ST,4701 ENGLEFORD ST,"4701 ENGLEFORD ST, Houston, Texas"
40440000004,1324787,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,9/24/2012,2013,4614,JEWEL,ST,4614 JEWEL ST,"4614 JEWEL ST, Houston, Texas"
40490000008,1396639,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,4/22/2014,2015,4717,LELIA,ST,4717 LELIA ST,"4717 LELIA ST, Houston, Texas"
40560000009,1139492,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,3/21/2008,2009,4603,LIBERTY,RD,4603 LIBERTY RD,"4603 LIBERTY RD, Houston, Texas"
40950000002,1333084,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,11/21/2012,2013,4510,NICHOLS,ST,4510 NICHOLS ST,"4510 NICHOLS ST, Houston, Texas"
40980000007,2,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,6/8/2007,2008,4805,NOBLE,ST,4805 NOBLE ST,"4805 NOBLE ST, Houston, Texas"
40980000008,2,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,6/8/2007,2008,4805,NOBLE,ST,4805 NOBLE ST,"4805 NOBLE ST, Houston, Texas"
41040000007,1145036,CITY OF HOUSTON,Complete,DEMO RES /SEWER DISC,Residential Demolition,6/2/2008,2009,4617,RAWLEY,ST,4617 RAWLEY ST,"4617 RAWLEY ST, Houston, Texas"
41040000011,1209046,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,10/23/2009,2010,2011,SCHWEIKHARDT,ST,2011 SCHWEIKHARDT ST,"2011 SCHWEIKHARDT ST, Houston, Texas"
41090000002,1332439,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,11/13/2012,2013,4706,RAWLEY,ST,4706 RAWLEY ST,"4706 RAWLEY ST, Houston, Texas"
41090000002,1332685,CITY OF HOUSTON,Complete,GARAGE DEMO NO SEWER DISCONNECT,Residential Demolition,11/15/2012,2013,4706,RAWLEY,ST,4706 RAWLEY ST,"4706 RAWLEY ST, Houston, Texas"
41090000006,1208791,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,10/27/2009,2010,4709,OATS,ST,4709 OATS ST,"4709 OATS ST, Houston, Texas"
41130000001,1287630,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,10/18/2011,2012,4702,OATS,ST,4702 OATS ST,"4702 OATS ST, Houston, Texas"
41130000001,1287633,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,10/18/2011,2012,1820,SCHWEIKHARDT,ST,1820 SCHWEIKHARDT ST,"1820 SCHWEIKHARDT ST, Houston, Texas"
41130000001,1287635,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,10/18/2011,2012,4700,OATS,ST,4700 OATS ST,"4700 OATS ST, Houston, Texas"
41130000001,1287636,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,10/18/2011,2012,4702,OATS,ST,4702 OATS ST,"4702 OATS ST, Houston, Texas"
41130000001,1287637,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,10/18/2011,2012,1820,SCHWEIKHARDT,ST,1820 SCHWEIKHARDT ST,"1820 SCHWEIKHARDT ST, Houston, Texas"
41130000003,1287632,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,10/18/2011,2012,4704,OATS,ST,4704 OATS ST,"4704 OATS ST, Houston, Texas"
41170000006,1244375,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,9/22/2010,2011,1701,WIPPRECHT,ST,1701 WIPPRECHT ST,"1701 WIPPRECHT ST, Houston, Texas"
41210000004,1,CITY OF HOUSTON,Complete,LAND VACANT - PICTOMETRY 9-29-08,Commercial Demolition,7/9/2008,2009,4712,NEW ORLEANS ST,NA,4712 NEW ORLEANS ST NA,"4712 NEW ORLEANS ST NA, Houston, Texas"
41210000010,1126378,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Commercial Demolition,7/9/2007,2010,4701,LYONS,AV,4701 LYONS AV,"4701 LYONS AV, Houston, Texas"
41250000009,3,ERROR: KEY NOT FOUND,Complete,RES DEMO (3RD DWG ONLY),Residential Demolition,2/17/2011,2011,4707,FARMER,ST,4707 FARMER ST,"4707 FARMER ST, Houston, Texas"
41360000003,1366869,CITY OF HOUSTON,Complete,GARAGE DEMO RES/SEWER DISC (GARAGE ONLY),Residential Demolition,8/15/2013,2015,204,STRATFORD,ST,204 STRATFORD ST,"204 STRATFORD ST, Houston, Texas"
41380000003,1409957,CITY OF HOUSTON,Complete,DEMO RES/ NO SEWER DISC REQUIRED GARAGE ONLY,Residential Demolition,7/24/2014,2015,106,AVONDALE,ST,106 AVONDALE ST,"106 AVONDALE ST, Houston, Texas"
41390000003,1368408,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,9/3/2013,2015,214,AVONDALE,ST,214 AVONDALE ST,"214 AVONDALE ST, Houston, Texas"
41390000003,1414675,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,8/25/2014,2015,214,AVONDALE,ST,214 AVONDALE ST,"214 AVONDALE ST, Houston, Texas"
41740000098,1323307,HARRIS COUNTY,Complete,"RES PH II (FILL, DET, UTIL, PAV, UNENC STRUCTURES)",Residential Demolition,8/15/2012,2013,14327,REEVESTON,NA,14327 REEVESTON NA,"14327 REEVESTON NA, Houston, Texas"
42030090001,1266923,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,4/8/2011,2012,114,BROADHURST,DR,114 BROADHURST DR,"114 BROADHURST DR, Houston, Texas"
42040110017,1207772,CITY OF HOUSTON,Complete,DEMO BLD/SEWER DISC,Residential Demolition,10/26/2009,2010,14248,BRIDGEPORT,RD,14248 BRIDGEPORT RD,"14248 BRIDGEPORT RD, Houston, Texas"
42070200030,1293017,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,12/28/2011,2012,409,FELLOWS,RD,409 FELLOWS RD,"409 FELLOWS RD, Houston, Texas"
42240000005,1291766,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,12/5/2011,2012,321,EASTWOOD,ST,321 EASTWOOD ST,"321 EASTWOOD ST, Houston, Texas"
42320000004,1125755,CITY OF HOUSTON,Complete,DEMO RES/ SEWER DISCONNECT,Residential Demolition,4/20/2007,2008,3116,DELIA,ST,3116 DELIA ST,"3116 DELIA ST, Houston, Texas"
50060000003,1125214,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,1/17/2007,2008,809,ANDREWS,ST,809 ANDREWS ST,"809 ANDREWS ST, Houston, Texas"
50130000008,1025271,CITY OF HOUSTON,Complete,DEMO,Residential Demolition,3/6/2006,2008,1106,RUTHVEN,ST,1106 RUTHVEN ST,"1106 RUTHVEN ST, Houston, Texas"
50140000002,1228827,CITY OF HOUSTON,Complete,DEMO RES/ SEWER DISC,Residential Demolition,4/27/2010,2011,1105,RUTHVEN,ST,1105 RUTHVEN ST,"1105 RUTHVEN ST, Houston, Texas"
50150000011,1196135,CITY OF HOUSTON,Complete,DEMO RES / SEWER DISC,Residential Demolition,6/1/2009,2010,1104,VICTOR,ST,1104 VICTOR ST,"1104 VICTOR ST, Houston, Texas"
50180000019,1164644,CITY OF HOUSTON,Complete,DEMO BLD/SEWER DISC,Commercial Demolition,8/8/2008,2010,1300,VICTOR,ST,1300 VICTOR ST,"1300 VICTOR ST, Houston, Texas"
50220000013,1173001,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,11/25/2008,2009,1405,WILSON,ST,1405 WILSON ST,"1405 WILSON ST, Houston, Texas"
50260000001,1283338,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,9/16/2011,2013,1501,VICTOR,ST,1501 VICTOR ST,"1501 VICTOR ST, Houston, Texas"
50260000001,1283344,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,9/16/2011,2013,1503,VICTOR,ST,1503 VICTOR ST,"1503 VICTOR ST, Houston, Texas"
50260000001,1283346,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,9/16/2011,2013,1505,VICTOR,ST,1505 VICTOR ST,"1505 VICTOR ST, Houston, Texas"
50370000008,1420118,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,10/2/2014,2015,1406,RUTHVEN,ST,1406 RUTHVEN ST,"1406 RUTHVEN ST, Houston, Texas"
50370000008,1420119,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,10/2/2014,2015,1406,RUTHVEN,ST,1406 RUTHVEN ST,"1406 RUTHVEN ST, Houston, Texas"
50370000008,1420832,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,10/14/2014,2015,1408,RUTHVEN,ST,1408 RUTHVEN ST,"1408 RUTHVEN ST, Houston, Texas"
50390000009,1291200,CITY OF HOUSTON,Complete,RESIDENTIAL SHEET.BLDG 1 DEMO,Residential Demolition,11/23/2011,2013,1404,VICTOR,ST,1404 VICTOR ST,"1404 VICTOR ST, Houston, Texas"
50440000016,1381077,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,12/18/2013,2015,1616,RUTHVEN,ST,1616 RUTHVEN ST,"1616 RUTHVEN ST, Houston, Texas"
50470000001,1421374,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,10/21/2014,2015,234,GRAY,ST,234 GRAY ST,"234 GRAY ST, Houston, Texas"
50470000001,1421627,CITY OF HOUSTON,Complete,DEMO BLD/SEWER DISC,Residential Demolition,10/24/2014,2015,224,GRAY,ST,224 GRAY ST,"224 GRAY ST, Houston, Texas"
50660000008,1420095,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,10/2/2014,2015,1115,BINGHAM,ST,1115 BINGHAM ST,"1115 BINGHAM ST, Houston, Texas"
50680000012,1424397,CITY OF HOUSTON,Incomplete,DEMO RES/SEWER DISC,Residential Demolition,11/19/2014,2016,1101,SUMMER,ST,1101 SUMMER ST,"1101 SUMMER ST, Houston, Texas"
50820000014,1169486,CITY OF HOUSTON,Complete,RES DEMO /SEWER DISC,Residential Demolition,10/8/2008,2009,1201,CROCKETT,ST,1201 CROCKETT ST,"1201 CROCKETT ST, Houston, Texas"
50840000003,1238029,CITY OF HOUSTON,Complete,DEMO RES /SEWER DISC,Residential Demolition,7/30/2010,2011,1206,BINGHAM,ST,1206 BINGHAM ST,"1206 BINGHAM ST, Houston, Texas"
50850000005,1390046,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,2/20/2014,2015,1220,EDWARDS,ST,1220 EDWARDS ST,"1220 EDWARDS ST, Houston, Texas"
50850000005,1390047,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,2/20/2014,2015,1218,EDWARDS,ST,1218 EDWARDS ST,"1218 EDWARDS ST, Houston, Texas"
50850000007,1127259,CITY OF HOUSTON,Complete,DEMO RES /SEWER DISC,Residential Demolition,10/16/2007,2008,1418,GOLIAD,ST,1418 GOLIAD ST,"1418 GOLIAD ST, Houston, Texas"
50860000002,1335768,CITY OF HOUSTON,Complete,DEMO RES /SEWER DISC,Residential Demolition,12/13/2012,2013,1206,DART,ST,1206 DART ST,"1206 DART ST, Houston, Texas"
50860000008,1416865,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISCONNECT,Residential Demolition,9/9/2014,2015,1215,EDWARDS,ST,1215 EDWARDS ST,"1215 EDWARDS ST, Houston, Texas"
50870000010,1126782,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,8/20/2007,2008,1309,EDWARDS,ST,1309 EDWARDS ST,"1309 EDWARDS ST, Houston, Texas"
50890000005,1324574,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,9/19/2012,2013,1314,BINGHAM,ST,1314 BINGHAM ST,"1314 BINGHAM ST, Houston, Texas"
50920000008,1270646,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,5/27/2011,2012,1317,SHEARN,ST,1317 SHEARN ST,"1317 SHEARN ST, Houston, Texas"
50920000012,1230126,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,5/14/2010,2011,1813,GOLIAD,ST,1813 GOLIAD ST,"1813 GOLIAD ST, Houston, Texas"
50930000001,1413520,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,8/5/2014,2015,1302,SHEARN,ST,1302 SHEARN ST,"1302 SHEARN ST, Houston, Texas"
50980000004,1427893,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,12/3/2014,2015,1412,SUMMER,ST,1412 SUMMER ST,"1412 SUMMER ST, Houston, Texas"
51010000001,1416770,CITY OF HOUSTON,Incomplete,DEMO RES/SEWER DISCONNECT,Residential Demolition,9/8/2014,2016,1405,HICKORY,ST,1405 HICKORY ST,"1405 HICKORY ST, Houston, Texas"
51010000008,1125999,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Commercial Demolition,5/30/2007,2008,1418,HOUSTON,AV,1418 HOUSTON AV,"1418 HOUSTON AV, Houston, Texas"
51020000007,1275606,CITY OF HOUSTON,Complete,DEMO BLD/SEWER DISC,Commercial Demolition,6/29/2011,2012,1314,HOUSTON,AV,1314 HOUSTON AV,"1314 HOUSTON AV, Houston, Texas"
51040000006,1237547,CITY OF HOUSTON,Complete,DEMO BLD / SEWER DISC,Commercial Demolition,7/22/2010,2011,1507,HOUSTON,AV,1507 HOUSTON AV,"1507 HOUSTON AV, Houston, Texas"
51040000011,1356542,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,6/4/2013,2014,1516,JOHNSON,ST,1516 JOHNSON ST,"1516 JOHNSON ST, Houston, Texas"
51050000001,1194721,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,5/12/2009,2010,1520,WINTER,ST,1520 WINTER ST,"1520 WINTER ST, Houston, Texas"
51050000024,1,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,10/16/2014,2015,1614,JOHNSON,ST,1614 JOHNSON ST,"1614 JOHNSON ST, Houston, Texas"
51060000010,1290631,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,11/15/2011,2012,1511,CROCKETT,ST,1511 CROCKETT ST,"1511 CROCKETT ST, Houston, Texas"
51100000002,1424841,CITY OF HOUSTON,Incomplete,DEMO RES/SEWER DISC,Residential Demolition,11/26/2014,2016,1610,SHEARN,ST,1610 SHEARN ST,"1610 SHEARN ST, Houston, Texas"
51100000003,1364130,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,7/31/2013,2014,1608,SHEARN,ST,1608 SHEARN ST,"1608 SHEARN ST, Houston, Texas"
51140000010,1399787,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,5/5/2014,2015,1613,WINTER,ST,1613 WINTER ST,"1613 WINTER ST, Houston, Texas"
51150000014,1260891,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,2/21/2011,2012,1601,BINGHAM,ST,1601 BINGHAM ST,"1601 BINGHAM ST, Houston, Texas"
51190000001,1409783,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,7/22/2014,2015,1718,BINGHAM,ST,1718 BINGHAM ST,"1718 BINGHAM ST, Houston, Texas"
51200000001,1372949,CITY OF HOUSTON,Incomplete,DEMO RES/SEWER DISC,Residential Demolition,10/1/2013,2016,1714,WINTER,ST,1714 WINTER ST,"1714 WINTER ST, Houston, Texas"
51290000008,1228330,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,4/21/2010,2011,1805,CROCKETT,ST,1805 CROCKETT ST,"1805 CROCKETT ST, Houston, Texas"
51290000008,1228331,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,4/21/2010,2011,1803,CROCKETT,ST,1803 CROCKETT ST,"1803 CROCKETT ST, Houston, Texas"
51320000006,1125701,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC FOR GARAGE APT ONLY,Residential Demolition,4/13/2007,2008,1800,EDWARDS,ST,1800 EDWARDS ST,"1800 EDWARDS ST, Houston, Texas"
51340000001,1343711,CITY OF HOUSTON,Complete,DEMO STORAGE/NO SEWER DISC REQUIRED,Commercial Demolition,2/27/2013,2014,1919,EDWARDS,ST,1919 EDWARDS ST,"1919 EDWARDS ST, Houston, Texas"
51400000004,1125361,CITY OF HOUSTON,Complete,DEMO RES/SEWER DIS,Residential Demolition,2/13/2007,2008,1910,SHEARN,ST,1910 SHEARN ST,"1910 SHEARN ST, Houston, Texas"
51440000005,1380804,CITY OF HOUSTON,Incomplete,DEMO RES / SEWER DISC,Residential Demolition,12/16/2013,2016,2006,CROCKETT,ST,2006 CROCKETT ST,"2006 CROCKETT ST, Houston, Texas"
51650000001,1194883,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,5/13/2009,2010,2316,CROCKETT,ST,2316 CROCKETT ST,"2316 CROCKETT ST, Houston, Texas"
51650000014,1429446,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,12/3/2014,2015,2310,CROCKETT,ST,2310 CROCKETT ST,"2310 CROCKETT ST, Houston, Texas"
51740000008,1287088,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,10/11/2011,2012,2305,CENTER,ST,2305 CENTER ST,"2305 CENTER ST, Houston, Texas"
51740000008,1287090,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,10/11/2011,2012,2307,CENTER,ST,2307 CENTER ST,"2307 CENTER ST, Houston, Texas"
51740000009,1287091,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,10/11/2011,2012,2309,CENTER,ST,2309 CENTER ST,"2309 CENTER ST, Houston, Texas"
51760000010,1123877,CITY OF HOUSTON,Complete,DEMO RES GARAGE / SEWER DISC,Residential Demolition,12/27/2007,2008,2313,UNION,ST,2313 UNION ST,"2313 UNION ST, Houston, Texas"
51770000020,1127146,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Commercial Demolition,9/28/2007,2008,2319,DECATUR,ST,2319 DECATUR ST,"2319 DECATUR ST, Houston, Texas"
51770000020,1127157,CITY OF HOUSTON,Complete,DEMO BLD SEWER DISC,Commercial Demolition,10/2/2007,2008,2401,DECATUR,ST,2401 DECATUR ST,"2401 DECATUR ST, Houston, Texas"
51770000022,1194098,CITY OF HOUSTON,Complete,PARTIAL DEMO FRONT PORCH / RESIDENTIAL REROOF,Residential Demolition,5/5/2009,2011,2314,KANE,ST,2314 KANE ST,"2314 KANE ST, Houston, Texas"
51770000022,1368275,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,8/6/2013,2014,2314,KANE,ST,2314 KANE ST,"2314 KANE ST, Houston, Texas"
51820000005,3,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC (GARAGE APARTMENT ONLY),Residential Demolition,7/25/2013,2014,2204,DECATUR,ST,2204 DECATUR ST,"2204 DECATUR ST, Houston, Texas"
51900000007,1192373,CITY OF HOUSTON,Complete,RESIDENITAL ( DUPLEX) DEMO ( NON LOAD BEARING WALL,Residential Demolition,4/7/2009,2010,915,HENDERSON,ST,915 HENDERSON ST,"915 HENDERSON ST, Houston, Texas"
51940000002,1424720,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,11/25/2014,2015,2114,MEMORIAL,WA,2114 MEMORIAL WA,"2114 MEMORIAL WA, Houston, Texas"
51990000002,1167331,CITY OF HOUSTON,Complete,DEMO RES / SEWER DISC,Residential Demolition,9/26/2008,2009,2016,LUBBOCK,ST,2016 LUBBOCK ST,"2016 LUBBOCK ST, Houston, Texas"
51990000011,1,CITY OF HOUSTON,Complete,DEMO FRONT PORCH,Residential Demolition,3/2/2011,2011,2017,KANE,ST,2017 KANE ST,"2017 KANE ST, Houston, Texas"
52000000008,1417130,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,9/11/2014,2015,2009,DECATUR,ST,2009 DECATUR ST,"2009 DECATUR ST, Houston, Texas"
52010000013,1208269,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,10/21/2009,2010,906,HENDERSON,ST,906 HENDERSON ST,"906 HENDERSON ST, Houston, Texas"
52010000014,1209225,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,10/21/2009,2010,2017,UNION,ST,2017 UNION ST,"2017 UNION ST, Houston, Texas"
52090000002,1328207,CITY OF HOUSTON,Complete,DEMO BLD/NO SEWER DISC INVOLVED,Commercial Demolition,10/3/2012,2014,1918,DECATUR,ST,1918 DECATUR ST,"1918 DECATUR ST, Houston, Texas"
52240000001,1370047,CITY OF HOUSTON,Complete,DEMO BLD/SEWER DISC,Commercial Demolition,9/23/2013,2014,1820,STATE,ST,1820 STATE ST,"1820 STATE ST, Houston, Texas"
52250000016,1336649,CITY OF HOUSTON,Complete,DEMO GARAGE APT /SEWER DISC,Residential Demolition,12/27/2012,2014,1815,KANE,ST,1815 KANE ST,"1815 KANE ST, Houston, Texas"
52270000008,1196333,CITY OF HOUSTON,Complete,DEMO BLD/SEWER DISC,Commercial Demolition,6/2/2009,2010,1801,WASHINGTON,AV,1801 WASHINGTON AV,"1801 WASHINGTON AV, Houston, Texas"
52280000005,1125775,CITY OF HOUSTON,Complete,DEMO BLD/SEWER DISC,Commercial Demolition,4/24/2007,2008,1807,CENTER,ST,1807 CENTER ST,"1807 CENTER ST, Houston, Texas"
52280000005,1125777,CITY OF HOUSTON,Complete,DEMO RES / SEWER DISC,Commercial Demolition,4/25/2007,2008,1801,CENTER,ST,1801 CENTER ST,"1801 CENTER ST, Houston, Texas"
52280000005,1126425,CITY OF HOUSTON,Complete,DEMO RES/ SEWER DISC,Commercial Demolition,7/11/2007,2008,1805,CENTER,ST,1805 CENTER ST,"1805 CENTER ST, Houston, Texas"
52280000005,1128244,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Commercial Demolition,4/3/2007,2008,1819,CENTER,ST,1819 CENTER ST,"1819 CENTER ST, Houston, Texas"
