account,permitID,agencyID,permitStatus,desc,permitType,issueDate,year,siteNo,siteStreet,siteSuffix,streetAddress,fullAddress,lon,lat,address,zip
7.00E+11,1314457,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,6/13/2012,2013,2031,JACQUELYN,DR,2031 JACQUELYN DR,"2031 JACQUELYN DR, Houston, Texas",-95.481406,29.808544,"2031 jacquelyn dr, houston, tx 77055, usa",77055
7.11E+11,1354541,CITY OF HOUSTON,Complete,DEMO RES /SEWER DISC,Residential Demolition,5/29/2013,2014,3216,DENMARK,ST,3216 DENMARK ST,"3216 DENMARK ST, Houston, Texas",-95.3314492,29.8268505,"3216 denmark st, houston, tx 77016, usa",77016
7.10E+11,1397281,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,4/29/2014,2015,3921,CORTO,ST,3921 CORTO ST,"3921 CORTO ST, Houston, Texas",-95.3314018,29.8244,"3921 corto st, houston, tx 77016, usa",77016
5.22E+11,1318686,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,7/23/2012,2013,1527,HAROLD,ST,1527 HAROLD ST,"1527 HAROLD ST, Houston, Texas",-95.3986498,29.741001,"1527 harold st, houston, tx 77006, usa",77006
7.31E+11,1413859,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISCONNECT,Residential Demolition,8/11/2014,2015,1534,CHESHIRE,LN,1534 CHESHIRE LN,"1534 CHESHIRE LN, Houston, Texas",-95.4393117,29.832188,"1534 cheshire ln, houston, tx 77018, usa",77018
8.92E+11,1250346,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,11/24/2010,2011,6062,RIVERVIEW,WA,6062 RIVERVIEW WA,"6062 RIVERVIEW WA, Houston, Texas",-95.4888824,29.7591119,"6062 riverview way, houston, tx 77057, usa",77057
7.00E+11,1135711,CITY OF HOUSTON,Complete,DEMO APT/ SEWER DISC,Commercial Demolition,1/31/2008,2009,1910,WIRT,RD,1910 WIRT RD,"1910 WIRT RD, Houston, Texas",-95.4837206,29.8060369,"1910 wirt rd, houston, tx 77055, usa",77055
5.24E+11,1296208,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,1/17/2012,2013,1231,PEDEN,ST,1231 PEDEN ST,"1231 PEDEN ST, Houston, Texas",-95.3949572,29.7523014,"1231 peden st, houston, tx 77006, usa",77006
2.22E+11,5,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,8/21/2009,2010,3620,HADLEY,ST,3620 HADLEY ST,"3620 HADLEY ST, Houston, Texas",-95.3459915,29.7335632,"3620 hadley st, houston, tx 77004, usa",77004
8.93E+11,1309731,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,5/21/2012,2013,4422,SARONG,DR,4422 SARONG DR,"4422 SARONG DR, Houston, Texas",-95.4523504,29.6773461,"4422 sarong dr, houston, tx 77096, usa",77096
7.72E+11,1319593,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,8/2/2012,2013,4638,INGERSOLL,ST,4638 INGERSOLL ST,"4638 INGERSOLL ST, Houston, Texas",-95.4542133,29.7320614,"4638 ingersoll st, houston, tx 77027, usa",77027
2.22E+11,4,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,8/21/2009,2010,3618,HADLEY,ST,3618 HADLEY ST,"3618 HADLEY ST, Houston, Texas",-95.3459915,29.7335632,"3618 hadley st, houston, tx 77004, usa",77004
1.28E+12,1321800,CITY OF HOUSTON,Complete,DEMO BLD/SEWER DISC,Commercial Demolition,8/9/2012,2013,4401,NAVIGATION,BL,4401 NAVIGATION BL,"4401 NAVIGATION BL, Houston, Texas",-95.3278315,29.752716,"4401 navigation blvd, houston, tx 77003, usa",77003
1.08E+12,1186645,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,1/12/2009,2010,2103,LONE ROCK,DR,2103 LONE ROCK DR,"2103 LONE ROCK DR, Houston, Texas",-95.218002,30.0639392,"2103 lone rock dr, humble, tx 77339, usa",77339
8.41E+11,1389895,CITY OF HOUSTON,Complete,DEMO/SEWER DISC,Residential Demolition,2/18/2014,2015,4716,AFTONSHIRE,DR,4716 AFTONSHIRE DR,"4716 AFTONSHIRE DR, Houston, Texas",-95.4564802,29.7365977,"4716 aftonshire dr, houston, tx 77027, usa",77027
6.81E+11,1234666,CITY OF HOUSTON,Complete,GARG DEMO/ NO SEWER DISC NEEDED,Residential Demolition,6/9/2010,2011,4361,FIESTA,LN,4361 FIESTA LN,"4361 FIESTA LN, Houston, Texas",-95.3463455,29.7153399,"4361 fiesta ln, houston, tx 77004, usa",77004
4.11E+11,1146625,CITY OF HOUSTON,Complete,DEMO OTHER/NO SEWER DISC,Residential Demolition,6/23/2008,2009,11926,TAYLORCREST,RD,11926 TAYLORCREST RD,"11926 TAYLORCREST RD, Houston, Texas",-95.5362606,29.7749977,"11926 taylorcrest rd, houston, tx 77024, usa",77024
5.42E+11,1243774,CITY OF HOUSTON,Complete,DEMO OF GARAGE ONLY NO SD REQUIRED SEE 101 COMMENT,Residential Demolition,9/14/2010,2011,1401,SCHARPE,ST,1401 SCHARPE ST,"1401 SCHARPE ST, Houston, Texas",-95.3323194,29.7275553,"1401 scharpe st, houston, tx 77023, usa",77023
9.50E+11,1312468,CITY OF HOUSTON,Complete,DEMO RES/NO SEWER DISC NEEDED SEE 101 COMMENTS,Residential Demolition,6/6/2012,2013,12503,MOOREKNOLL,LN,12503 MOOREKNOLL LN,"12503 MOOREKNOLL LN, Houston, Texas",-95.5505308,29.7800816,"12503 mooreknoll ln, houston, tx 77024, usa",77024
7.20E+11,1145843,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,6/12/2008,2009,7961,RAND,ST,7961 RAND ST,"7961 RAND ST, Houston, Texas",-95.281706,29.805507,"7961 rand st, houston, tx 77028, usa",77028
7.20E+11,1161268,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,7/11/2008,2009,3642,BLUE BONNET,BL,3642 BLUE BONNET BL,"3642 BLUE BONNET BL, Houston, Texas",-95.4331926,29.7007819,"3642 blue bonnet blvd, houston, tx 77025, usa",77025
9.12E+11,1195765,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,5/26/2009,2010,5539,SYLMAR,RD,5539 SYLMAR RD,"5539 SYLMAR RD, Houston, Texas",-95.4869774,29.6907868,"5539 sylmar rd, houston, tx 77081, usa",77081
7.31E+11,1324960,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,9/26/2012,2013,1628,LAMONTE,LN,1628 LAMONTE LN,"1628 LAMONTE LN, Houston, Texas",-95.4421055,29.8271036,"1628 lamonte ln, houston, tx 77018, usa",77018
2.00E+11,14,CITY OF HOUSTON,Complete,DEMO BLD / SEWER DISC,Commercial Demolition,12/28/2010,2012,426,26TH,ST,426 26TH ST,"426 26TH ST, Houston, Texas",-95.4047745,29.8097556,"426 w 26th st, houston, tx 77008, usa",77008
8.06E+11,1190839,CITY OF HOUSTON,Complete,DEMO BLDG/SEWER DISC,Commercial Demolition,3/16/2009,2010,4155,BELLFORT,ST,4155 BELLFORT ST,"4155 BELLFORT ST, Houston, Texas",-95.4462503,29.6728583,"4155 w bellfort blvd, houston, tx 77025, usa",77025
22210000009,1390906,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,3/3/2014,2015,2702,BELL,ST,2702 BELL ST,"2702 BELL ST, Houston, Texas",-95.353244,29.744106,"2702 bell st, houston, tx 77003, usa",77003
8.20E+11,1384055,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,1/8/2014,2015,6207,WILLERS,WA,6207 WILLERS WA,"6207 WILLERS WA, Houston, Texas",-95.4929588,29.7480522,"6207 willers way, houston, tx 77057, usa",77057
6.60E+11,1220367,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,3/12/2010,2011,227,32ND,ST,227 32ND ST,"227 32ND ST, Houston, Texas",-95.4011951,29.81583,"227 w 32nd st, houston, tx 77018, usa",77018
8.54E+11,1135450,CITY OF HOUSTON,Complete,DEMO RES/ SEWER DISC,Residential Demolition,1/30/2008,2009,8614,FERRIS,DR,8614 FERRIS DR,"8614 FERRIS DR, Houston, Texas",-95.4724156,29.6867181,"8614 ferris dr, houston, tx 77096, usa",77096
7.30E+11,1314088,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,6/27/2012,2013,7210,PRESTWICK,ST,7210 PRESTWICK ST,"7210 PRESTWICK ST, Houston, Texas",-95.4458614,29.701368,"7210 prestwick, houston, tx 77025, usa",77025
2.01E+11,1345671,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC (GARAGE ONLY),Residential Demolition,3/5/2013,2014,1607,LAWRENCE,ST,1607 LAWRENCE ST,"1607 LAWRENCE ST, Houston, Texas",-95.4082314,29.8001241,"1607 lawrence st, houston, tx 77008, usa",77008
3.31E+11,1349280,CITY OF HOUSTON,Complete,"DEMO RES/SEWER DISC                 ""GARAGE ONLY""",Residential Demolition,4/16/2013,2014,1201,ARCHER,ST,1201 ARCHER ST,"1201 ARCHER ST, Houston, Texas",-95.374128,29.802085,"1201 archer st, houston, tx 77009, usa",77009
1.11E+12,1314203,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC (SWIMMING POOL),Residential Demolition,6/28/2012,2013,10110,INWOOD SHADOWS,ST,10110 INWOOD SHADOWS ST,"10110 INWOOD SHADOWS ST, Houston, Texas",-95.4854412,29.8878978,"10110 inwood shadows st, houston, tx 77088, usa",77088
3.50E+11,1409048,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,7/14/2014,2015,641,12TH,ST,641 12TH ST,"641 12TH ST, Houston, Texas",-95.3903151,29.7929188,"641 e 12th st, houston, tx 77008, usa",77008
1.28E+12,17,CITY OF HOUSTON,Complete,DEMO COMM/SEWER DISC,Commercial Demolition,9/9/2008,2009,9747,KATY,FW,9747 KATY FW,"9747 KATY FW, Houston, Texas",-95.5808872,29.7844107,"katy fwy, houston, tx, usa","on, tx"
9.63E+11,3,PINEY POINT VILLAGE,Complete,DEMO GAR AT REAR,Residential Demolition,10/30/2007,2008,25,FARNHAM PARK,DR,25 FARNHAM PARK DR,"25 FARNHAM PARK DR, Houston, Texas",-95.5081405,29.7497449,"25 farnham park dr, houston, tx 77024, usa",77024
6.02E+11,1246072,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,10/4/2010,2011,1915,KIRBY,DR,1915 KIRBY DR,"1915 KIRBY DR, Houston, Texas",-95.4184601,29.7486594,"1915 kirby dr, houston, tx 77019, usa",77019
7.30E+11,1303840,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,3/27/2012,2013,4115,UNDERWOOD,ST,4115 UNDERWOOD ST,"4115 UNDERWOOD ST, Houston, Texas",-95.4443263,29.6995136,"4115 underwood st, houston, tx 77025, usa",77025
6.10E+11,1236256,CITY OF HOUSTON,Complete,DEMO RES/ SEWER DISC,Residential Demolition,7/1/2010,2011,1522,34TH,ST,1522 34TH ST,"1522 34TH ST, Houston, Texas",-95.426286,29.817695,"1522 w 34th st, houston, tx 77018, usa",77018
7.42E+11,1123076,CITY OF HOUSTON,Complete,DEMO RES/ SEWER DISC,Residential Demolition,12/12/2007,2008,3722,SEABROOK,ST,3722 SEABROOK ST,"3722 SEABROOK ST, Houston, Texas",-95.3685816,29.6852492,"3722 seabrook st, houston, tx 77021, usa",77021
6.90E+11,1125459,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,2/27/2007,2008,9030,SANDRINGHAM,DR,9030 SANDRINGHAM DR,"9030 SANDRINGHAM DR, Houston, Texas",-95.4657401,29.7777899,"9030 sandringham dr, houston, tx 77024, usa",77024
1.23E+12,14,CITY OF HOUSTON,Complete,DEMO BLD/ SEWER DISC,Commercial Demolition,11/20/2007,2009,613,LINK,RD,613 LINK RD,"613 LINK RD, Houston, Texas",-95.3787459,29.8083342,"613 link rd, houston, tx 77009, usa",77009
5.60E+11,1409878,CITY OF HOUSTON,Complete,DEMO RES / SEWER DISC,Residential Demolition,7/23/2014,2015,7922,HILLSBORO,ST,7922 HILLSBORO ST,"7922 HILLSBORO ST, Houston, Texas",-95.2857302,29.7801088,"7922 hillsboro st, houston, tx 77029, usa",77029
7.20E+11,1295747,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,1/10/2012,2013,3740,ABERDEEN,WA,3740 ABERDEEN WA,"3740 ABERDEEN WA, Houston, Texas",-95.4365283,29.6979608,"3740 aberdeen way, houston, tx 77025, usa",77025
8.36E+11,1,CITY OF SPRING VALLEY,Complete,DEMO,Residential Demolition,5/27/2008,2009,8730,WINNINGHAM,NA,8730 WINNINGHAM NA,"8730 WINNINGHAM NA, Houston, Texas",-95.5034688,29.7886273,"8730 winningham ln, houston, tx 77055, usa",77055
1.60E+11,1136061,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,2/5/2008,2009,3429,COYLE,ST,3429 COYLE ST,"3429 COYLE ST, Houston, Texas",-95.347782,29.7380369,"3429 coyle st, houston, tx 77003, usa",77003
7.20E+11,1336562,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,12/26/2012,2013,3723,BLUE BONNET,BL,3723 BLUE BONNET BL,"3723 BLUE BONNET BL, Houston, Texas",-95.4359553,29.7009169,"3723 blue bonnet blvd, houston, tx 77025, usa",77025
4.21E+11,1208593,CITY OF HOUSTON,Complete,DEMO APT/SEWER DISC,Commercial Demolition,10/27/2009,2010,3101,MACGREGOR,WA,3101 MACGREGOR WA,"3101 MACGREGOR WA, Houston, Texas",-95.370017,29.713868,"3101 n macgregor way, houston, tx 77004, usa",77004
1.28E+12,11,CITY OF HOUSTON,Complete,DEMO BLD/SEWER DISC,Commercial Demolition,8/13/2008,2009,9729,KATY,FW,9729 KATY FW,"9729 KATY FW, Houston, Texas",-95.6236117,29.7846371,"katy fwy, texas, usa", texas
6.60E+11,1125745,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,4/19/2007,2008,971,42ND,ST,971 42ND ST,"971 42ND ST, Houston, Texas",-95.4234523,29.8257392,"971 w 42nd st, houston, tx 77018, usa",77018
7.31E+11,1260863,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,2/21/2011,2012,2314,CHANTILLY,LN,2314 CHANTILLY LN,"2314 CHANTILLY LN, Houston, Texas",-95.4534149,29.8285652,"2314 chantilly ln, houston, tx 77018, usa",77018
7.62E+11,1270063,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,5/20/2011,2012,4437,ALEDO,ST,4437 ALEDO ST,"4437 ALEDO ST, Houston, Texas",-95.3604873,29.6676602,"4437 aledo st, houston, tx 77051, usa",77051
7.01E+11,1125674,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,4/10/2007,2008,9414,GRADY,ST,9414 GRADY ST,"9414 GRADY ST, Houston, Texas",-95.312521,29.847872,"9414 grady st, houston, tx 77016, usa",77016
2.10E+11,1423941,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,11/12/2014,2015,618,RUTLAND,ST,618 RUTLAND ST,"618 RUTLAND ST, Houston, Texas",-95.4008167,29.7823119,"618 rutland st, houston, tx 77007, usa",77007
6.61E+11,1126997,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,9/10/2007,2008,815,WOODARD,ST,815 WOODARD ST,"815 WOODARD ST, Houston, Texas",-95.3595676,29.8112095,"815 woodard st, houston, tx 77009, usa",77009
2.01E+11,1,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,4/29/2014,2015,526,17TH,ST,526 17TH ST,"526 17TH ST, Houston, Texas",-95.4070245,29.8005566,"526 w 17th st, houston, tx 77008, usa",77008
1.15E+12,2,ERROR: KEY NOT FOUND,Complete,RESIDENTIAL DEMO,Residential Demolition,1/1/2011,2011,5675,DE SOTO,ST,5675 DE SOTO ST,"5675 DE SOTO ST, Houston, Texas",-95.471185,29.853752,"5675 de soto st, houston, tx 77091, usa",77091
2.21E+11,1370648,CITY OF HOUSTON,Complete,DEMO RES/NO SEWER DISC ON GARAGE,Residential Demolition,9/30/2013,2014,1817,DISMUKE,ST,1817 DISMUKE ST,"1817 DISMUKE ST, Houston, Texas",-95.319461,29.7219246,"1817 dismuke st, houston, tx 77023, usa",77023
1.51E+11,1348631,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,4/8/2013,2014,4906,NOBLE,ST,4906 NOBLE ST,"4906 NOBLE ST, Houston, Texas",-95.320765,29.780141,"4906 noble st, houston, tx 77020, usa",77020
1.71E+11,1335053,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,12/4/2012,2014,3448,DENNIS,ST,3448 DENNIS ST,"3448 DENNIS ST, Houston, Texas",-95.3499828,29.732066,"3448 dennis st, houston, tx 77004, usa",77004
7.20E+11,1363755,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISCONNECT,Residential Demolition,7/25/2013,2014,1909,14TH 1/2,ST,1909 14TH 1/2 ST,"1909 14TH 1/2 ST, Houston, Texas",-95.417386,29.7967405,"1909 w 14th 1/2 st, houston, tx 77008, usa",77008
9.22E+11,1314248,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,6/28/2012,2013,2411,HAVERHILL,DR,2411 HAVERHILL DR,"2411 HAVERHILL DR, Houston, Texas",-95.4423818,29.8000554,"2411 haverhill dr, houston, tx 77008, usa",77008
8.93E+11,1,CITY OF BAYTOWN,Complete,FIRE DMG RPR,Residential Demolition,9/9/2008,2011,2004,CHESAPEAKE,ST,2004 CHESAPEAKE ST,"2004 CHESAPEAKE ST, Houston, Texas",-94.9912524,29.7363457,"2004 chesapeake st, baytown, tx 77520, usa",77520
4.51E+11,1125347,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC.,Residential Demolition,2/8/2007,2008,701,LITTLE JOHN,LN,701 LITTLE JOHN LN,"701 LITTLE JOHN LN, Houston, Texas",-95.4752007,29.7797891,"701 little john ln, houston, tx 77024, usa",77024
6.50E+11,1127191,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,10/8/2007,2008,1930,SOUTH,BL,1930 SOUTH BL,"1930 SOUTH BL, Houston, Texas",-95.4065949,29.7270416,"1930 south blvd, houston, tx 77098, usa",77098
9.20E+11,1329766,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,10/24/2012,2013,13019,PERTHSHIRE,RD,13019 PERTHSHIRE RD,"13019 PERTHSHIRE RD, Houston, Texas",-95.5672452,29.7749845,"13019 perthshire rd, houston, tx 77079, usa",77079
41170000006,1244375,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,9/22/2010,2011,1701,WIPPRECHT,ST,1701 WIPPRECHT ST,"1701 WIPPRECHT ST, Houston, Texas",-95.322137,29.777174,"1701 wipprecht st, houston, tx 77020, usa",77020
3.01E+11,2,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,6/5/2007,2008,230,MALONE,ST,230 MALONE ST,"230 MALONE ST, Houston, Texas",-95.418974,29.763995,"230 malone st, houston, tx 77007, usa",77007
9.90E+11,1192102,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,4/2/2009,2010,1330,MUSTANG,TR,1330 MUSTANG TR,"1330 MUSTANG TR, Houston, Texas",-95.234939,30.040101,"1330 mustang trail, humble, tx 77339, usa",77339
8.20E+11,1166301,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,9/4/2008,2009,6236,WILLERS,WA,6236 WILLERS WA,"6236 WILLERS WA, Houston, Texas",-95.4942085,29.7484288,"6236 willers way, houston, tx 77057, usa",77057
6.71E+11,1126417,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,7/11/2007,2008,15511,MORALES,RD,15511 MORALES RD,"15511 MORALES RD, Houston, Texas",-95.347903,29.943342,"15511 morales rd, houston, tx 77032, usa",77032
1.15E+12,2,ERROR: KEY NOT FOUND,Complete,RESIDENTIAL DEMO,Residential Demolition,1/1/2011,2011,5555,DE SOTO,ST,5555 DE SOTO ST,"5555 DE SOTO ST, Houston, Texas",-95.469656,29.853625,"5555 de soto st, houston, tx 77091, usa",77091
4.21E+11,1126680,CITY OF HOUSTON,Complete,DEMO COMM/SEWER DISC,Commercial Demolition,8/10/2007,2009,1018,WIRT,RD,1018 WIRT RD,"1018 WIRT RD, Houston, Texas",-95.4843719,29.785654,"1018 wirt rd, houston, tx 77055, usa",77055
1.62E+11,1205863,CITY OF HOUSTON,Complete,DEMO BLDG/SEWER DISC,Commercial Demolition,9/18/2009,2010,1115,CORAL,ST,1115 CORAL ST,"1115 CORAL ST, Houston, Texas",-95.2884064,29.7153376,"1115 coral st, houston, tx 77012, usa",77012
4.10E+11,1192370,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,4/7/2009,2010,1601,HUGHES,ST,1601 HUGHES ST,"1601 HUGHES ST, Houston, Texas",-95.3186829,29.730638,"1601 hughes st, houston, tx 77023, usa",77023
7.72E+11,1146148,CITY OF HOUSTON,Complete,DEMO RES / SEWER DISC,Residential Demolition,6/16/2008,2009,4603,WARING,ST,4603 WARING ST,"4603 WARING ST, Houston, Texas",-95.4535173,29.7339845,"4603 waring st, houston, tx 77027, usa",77027
9.70E+11,1406948,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,6/23/2014,2015,13926,KINGSRIDE,LN,13926 KINGSRIDE LN,"13926 KINGSRIDE LN, Houston, Texas",-95.5889914,29.7802456,"13926 kingsride ln, houston, tx 77079, usa",77079
6.61E+11,1172294,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,11/14/2008,2009,9510,ALCORN,ST,9510 ALCORN ST,"9510 ALCORN ST, Houston, Texas",-95.349559,29.84731,"9510 alcorn st, houston, tx 77093, usa",77093
7.72E+11,1262329,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,3/10/2011,2012,4614,STAUNTON,ST,4614 STAUNTON ST,"4614 STAUNTON ST, Houston, Texas",-95.4537527,29.733332,"4614 staunton st, houston, tx 77027, usa",77027
7.52E+11,1292141,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,12/12/2011,2013,5307,CEDAR CREEK,DR,5307 CEDAR CREEK DR,"5307 CEDAR CREEK DR, Houston, Texas",-95.4683815,29.7529917,"5307 cedar creek dr, houston, tx 77056, usa",77056
9.16E+11,1349894,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,4/23/2013,2014,338,WYCLIFFE,DR,338 WYCLIFFE DR,"338 WYCLIFFE DR, Houston, Texas",-95.5742196,29.7679282,"338 wycliffe dr, houston, tx 77079, usa",77079
7.31E+11,1415007,CITY OF HOUSTON,Complete,DEMO RES /SEWER DISC,Residential Demolition,8/28/2014,2015,1626,WAKEFIELD,DR,1626 WAKEFIELD DR,"1626 WAKEFIELD DR, Houston, Texas",-95.4413584,29.8247115,"1626 wakefield dr, houston, tx 77018, usa",77018
2.01E+11,1338257,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,1/22/2013,2014,435,16TH,ST,435 16TH ST,"435 16TH ST, Houston, Texas",-95.4051152,29.8001027,"435 w 16th st, houston, tx 77008, usa",77008
9.21E+11,1190657,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,3/11/2009,2010,5474,INDIGO,ST,5474 INDIGO ST,"5474 INDIGO ST, Houston, Texas",-95.4841098,29.6867995,"5474 indigo st, houston, tx 77096, usa",77096
9.63E+11,1390709,CITY OF HOUSTON,Complete,DEMO APARTMENT/SEWER DISC,Commercial Demolition,2/27/2014,2015,4200,WILMINGTON,ST,4200 WILMINGTON ST,"4200 WILMINGTON ST, Houston, Texas",-95.3651909,29.6556744,"4200 wilmington st, houston, tx 77051, usa",77051
4.40E+11,1378225,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,11/19/2013,2014,1635,MORITZ,DR,1635 MORITZ DR,"1635 MORITZ DR, Houston, Texas",-95.497335,29.799442,"1635 moritz dr, houston, tx 77055, usa",77055
71300000002,1212852,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,11/17/2009,2011,616,19TH,ST,616 19TH ST,"616 19TH ST, Houston, Texas",-95.4086609,29.8025187,"616 w 19th st, houston, tx 77008, usa",77008
7.31E+11,1318181,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,7/16/2012,2013,1251,RICHELIEU,LN,1251 RICHELIEU LN,"1251 RICHELIEU LN, Houston, Texas",-95.4322307,29.8353184,"1251 richelieu ln, houston, tx 77018, usa",77018
2.02E+11,1126864,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,8/29/2007,2008,1326,ALLSTON,ST,1326 ALLSTON ST,"1326 ALLSTON ST, Houston, Texas",-95.3999065,29.7953463,"1326 allston st, houston, tx 77008, usa",77008
6.20E+11,1236605,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,7/8/2010,2011,3322,SOUTHMORE,BL,3322 SOUTHMORE BL,"3322 SOUTHMORE BL, Houston, Texas",-95.36493,29.714929,"3322 southmore blvd, houston, tx 77004, usa",77004
6.41E+11,1234525,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,6/8/2010,2011,2027,SOUTHGATE,BL,2027 SOUTHGATE BL,"2027 SOUTHGATE BL, Houston, Texas",-95.4053881,29.7090682,"2027 southgate blvd, houston, tx 77030, usa",77030
8.04E+11,1166600,CITY OF HOUSTON,Complete,RESIDNETIAL REPAIR PER SPEC LIST,Residential Demolition,9/10/2008,2009,6230,TRESCON,DR,6230 TRESCON DR,"6230 TRESCON DR, Houston, Texas",-95.3100258,29.6126271,"6230 trescon dr, houston, tx 77048, usa",77048
1.31E+11,1259769,CITY OF HOUSTON,Complete,DEMO RES/SEWER DISC,Residential Demolition,2/1/2011,2012,1807,HARLEM,ST,1807 HARLEM ST,"1807 HARLEM ST, Houston, Texas",-95.3168438,29.77772,"1807 harlem st, houston, tx 77020, usa",77020
